time="2026-05-27T18:55:33Z" level=info msg="starting spamoor" buildtime="2026-05-15T09:05:13Z" version=git-dc60b60
time="2026-05-27T18:55:33Z" level=info msg="initialized client pool with 1 clients (chain id: 1337)" module=clientpool
time="2026-05-27T18:55:33Z" level=info msg="client check completed (1 good clients, 0 bad clients)" module=clientpool
time="2026-05-27T18:55:33Z" level=info msg="initialized block stats from latest block: gasLimit=100000000 baseFee=14 amsterdam=false"
time="2026-05-27T18:55:33Z" level=info msg="processed block 3673:  0 total tx, 0 tx confirmed from 0 wallets (514.338µs, 14.555µs)"
time="2026-05-27T18:55:33Z" level=info msg="initialized root wallet (addr: 0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266 balance: 999998004 ETH, nonce: 14)"
time="2026-05-27T18:55:33Z" level=info msg="initialized 200 wallets for parallel execution" scenario=erc20_bloater
time="2026-05-27T18:55:35Z" level=info msg="funding child wallets... (0/1)" module=walletpool
time="2026-05-27T18:55:36Z" level=info msg="processed block 3674:  0 total tx, 0 tx confirmed from 0 wallets (794.37µs, 2.239µs)"
time="2026-05-27T18:55:36Z" level=info msg="processed block 3675:  2 total tx, 2 tx confirmed from 1 wallets (6.323765ms, 400.522µs)"
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    0 (addr: 0x2596908Bf5B090dC0B4F95fCb98dFc240B90c768, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    1 (addr: 0x3b188C5512cCB0169E6c274e61a230aa0917f2fc, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    2 (addr: 0xC2Cf66DEcD554A4cAd80e380a11Ca7f75f5Aab39, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    3 (addr: 0x40574f4E5596268Ade7A2D9421902857160931D9, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    4 (addr: 0x44aed0b3e7caA92bC7FAA7e92A959ef5acB01A45, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    5 (addr: 0xc491B4afE2787b1696A4E6186DBacF6E3669beC4, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    6 (addr: 0xf65bfc5e4875fE7a97b686CBCBd6C4DF559ddFdA, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    7 (addr: 0x1a5893203727a5356DF336c8583CB0Eedb3893A6, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    8 (addr: 0x88f0C3267CcD841368407f9D4ee06c885ABa6B14, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T18:55:36Z" level=debug msg="initialized child wallet    9 (addr: 0x1b8b3aeE8f9b6d3e45316395F199095B6A0ac23B, balance: 5 ETH, nonce: 0)" module=walletpool
